"id","espn_id","team_name","conference","division","feed","in_store","color","bundle_id","wiki","youtube"
"5060","41","Connecticut","Big East","","http://pipes.yahoo.com/pipes/pipe.run?_id=392221e995feafeeaea2aa828e129608&_render=rss","TRUE","00036E","com.reflect7.ConnecticutFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Uconn""Huskies%2B2011+-Football&aq=f"
"5061","305","DePaul","Big East","","http://pipes.yahoo.com/pipes/pipe.run?_id=75f57b3f7ef765d7de605cd0954d6b32&_render=rss","TRUE","054696","com.reflect7.DePaulFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Depaul""Blue Demons%2B2011+-Football&aq=f"
"5062","46","Georgetown","Big East","","http://pipes.yahoo.com/pipes/pipe.run?_id=11d73e948373cdb23bc7f6ebde99ba8b&_render=rss","TRUE","003366","com.reflect7.GeorgetownFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Georgetown""Hoyas%2B2011+-Football&aq=f"
"5063","97","Louisville","Big East","","http://pipes.yahoo.com/pipes/pipe.run?_id=d7eda59990fda6974b32d87fb3b7ff8e&_render=rss","TRUE","BD0000","com.reflect7.LouisvilleFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Louisville""Cardinals%2B2011+-Football&aq=f"
"5064","269","Marquette","Big East","","http://pipes.yahoo.com/pipes/pipe.run?_id=7f73f2a382dfbc7e6b2cf73c46a69f0d&_render=rss","TRUE","f7d72e","com.reflect7.MarquetteFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Marquette""Golden Eagles%2B2011+-Football&aq=f"
"5065","87","Notre Dame","Big East","","http://pipes.yahoo.com/pipes/pipe.run?_id=2e652403846246f5deb908d85607b1f0&_render=rss","TRUE","020266","com.reflect7.NotreDameFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Notre Dame""Fighting Irish%2B2011+-Football&aq=f"
"5066","221","Pittsburgh","Big East","","http://pipes.yahoo.com/pipes/pipe.run?_id=1bd438fff805a176664503dc1555ec0d&_render=rss","TRUE","000000","com.reflect7.PittsburghFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Pittsburgh""Panthers%2B2011+-Football&aq=f"
"5067","2507","Providence","Big East","","http://pipes.yahoo.com/pipes/pipe.run?_id=dacb9e2ee514fb4e8554c74647391f3a&_render=rss","TRUE","000000","com.reflect7.ProvidenceFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Providence""Friars%2B2011+-Football&aq=f"
"5071","2599","St. John's","Big East","","http://pipes.yahoo.com/pipes/pipe.run?_id=93e680421998428cffd9ade1be909a2d&_render=rss","TRUE","D30F44","com.reflect7.StJohnsFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""St. John's""Red Storm%2B2011+-Football&aq=f"
"5072","183","Syracuse","Big East","","http://pipes.yahoo.com/pipes/pipe.run?_id=977bcb7b409dc8df78fdb3ca4e8f9e92&_render=rss","TRUE","FD5719","com.reflect7.SyracuseFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Syracuse""Orange%2B2011+-Football&aq=f"
"5073","222","Villanova","Big East","","http://pipes.yahoo.com/pipes/pipe.run?_id=5a34346429a54873914b7fd3c33ebcd0&_render=rss","TRUE","003B78","com.reflect7.VillanovaFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Villanova""Wildcats%2B2011+-Football&aq=f"
"5074","277","West Virginia","Big East","","http://pipes.yahoo.com/pipes/pipe.run?_id=61679c24e0316c79c138d1b490d23803&_render=rss","TRUE","1A3461","com.reflect7.WestVirginiaFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""West Virginia""Mountaineers%2B2011+-Football&aq=f"
"5094","356","Illinois","Big Ten","","http://pipes.yahoo.com/pipes/pipe.run?_id=4b7e42fea43f2457004d7fe80ed4041a&_render=rss","TRUE","FF6600","com.reflect7.IllinoisFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Illinois""Fighting Illini%2B2011+-Football&aq=f"
"5095","84","Indiana","Big Ten","","http://pipes.yahoo.com/pipes/pipe.run?_id=2cd9cab5264286b6edc2a9bef11953b1&_render=rss","TRUE","ffc322","com.reflect7.IndianaFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Indiana""Hoosiers%2B2011+-Football&aq=f"
"5096","2294","Iowa","Big Ten","","http://pipes.yahoo.com/pipes/pipe.run?_id=03df24b647d15dc262b2ccf3e593f84d&_render=rss","TRUE","000000","com.reflect7.IowaFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Iowa""Hawkeyes%2B2011+-Football&aq=f"
"5097","130","Michigan","Big Ten","","http://pipes.yahoo.com/pipes/pipe.run?_id=ce56dc74d9d6de2f094334caa1726eb1&_render=rss","TRUE","00284F","com.reflect7.MichiganFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Michigan""Wolverines%2B2011+-Football&aq=f"
"5098","127","Michigan State","Big Ten","","http://pipes.yahoo.com/pipes/pipe.run?_id=0ea6c04a5db77c8a87a243fb0996c616&_render=rss","TRUE","006633","com.reflect7.MichiganStFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Michigan State""Spartans%2B2011+-Football&aq=f"
"5099","135","Minnesota","Big Ten","","http://pipes.yahoo.com/pipes/pipe.run?_id=91b52d43acd86c72f5f7445b9ee4e5ee&_render=rss","TRUE","33006B","com.reflect7.MinnesotaFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Minnesota""Golden Gophers%2B2011+-Football&aq=f"
"5100","77","Northwestern","Big Ten","","http://pipes.yahoo.com/pipes/pipe.run?_id=22d4c3b462339ed568c03cf191038b63&_render=rss","TRUE","400750","com.reflect7.NorthwesternFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Northwestern""Wildcats%2B2011+-Football&aq=f"
"5101","194","Ohio State","Big Ten","","http://pipes.yahoo.com/pipes/pipe.run?_id=fa17dd4207c718cd1af1cdd751c925ec&_render=rss","TRUE","CE0E00","com.reflect7.OhioStFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Ohio State""Buckeyes%2B2011+-Football&aq=f"
"5102","213","Penn State","Big Ten","","http://pipes.yahoo.com/pipes/pipe.run?_id=64f1eecbe3d42f2e1280479a7f6eba3d&_render=rss","TRUE","00002F","com.reflect7.PennStFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Penn State""Nittany Lions%2B2011+-Football&aq=f"
"5103","2509","Purdue","Big Ten","","http://pipes.yahoo.com/pipes/pipe.run?_id=e6fe9ee92c5da995d3102500942726c9&_render=rss","TRUE","000000","com.reflect7.PurdueFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Purdue""Boilermakers%2B2011+-Football&aq=f"
"5104","275","Wisconsin","Big Ten","","http://pipes.yahoo.com/pipes/pipe.run?_id=7580d46086351f10cc2bca9d82a49e47&_render=rss","TRUE","CC0000","com.reflect7.WisconsinFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Wisconsin""Badgers%2B2011+-Football&aq=f"
